id	content	label	words	pred_label
104	从以前到现在都是这样,会恐惧将来发生的事,会恐惧将来对那个时间的否定。会害怕自己的麻木。即使回过头去想以前的事,并没有什么。但是现在当前的时间点上,让我去想将来会冷漠的看这样的自己,让我害怕不已。	fear	从 以 前 到 现 在 都 是 这 样 , 会 恐 惧 将 来 发 生 的 事 , 会 恐 惧 将 来 对 那 个 时 间 的 否 定 。 会 害 怕 自 己 的 麻 木 。 即 使 回 过 头 去 想 以 前 的 事 , 并 没 有 什 么 。 但 是 现 在 当 前 的 时 间 点 上 , 让 我 去 想 将 来 会 冷 漠 的 看 这 样 的 自 己 , 让 我 害 怕 不 已 。	1
105	想吃什么的时候正好能吃到这一定是世界上最幸福的事情之一	happy	想 吃 什 么 的 时 候 正 好 能 吃 到 这 一 定 是 世 界 上 最 幸 福 的 事 情 之 一	2
106	在他们喜闻乐见的环境中引导他们!鼓舞他们向那些真善美学习,这样我们的国家!我们的民族,我们这一代的大学生才是有希望的!	happy	在 他 们 喜 闻 乐 见 的 环 境 中 引 导 他 们 ! 鼓 舞 他 们 向 那 些 真 善 美 学 习 , 这 样 我 们 的 国 家 ! 我 们 的 民 族 , 我 们 这 一 代 的 大 学 生 才 是 有 希 望 的 !	2
107	看完后,怎么会有这么大胆女孩,恐怖《惊恐》!这个个社会,真的什么人都有。不能随便发定位这些了!好恐怖!	fear	看 完 后 , 怎 么 会 有 这 么 大 胆 女 孩 , 恐 怖 《 惊 恐 》 ! 这 个 个 社 会 , 真 的 什 么 人 都 有 。 不 能 随 便 发 定 位 这 些 了 ! 好 恐 怖 !	1
108	网又没了,又在挂流量,要崩溃。	angry	网 又 没 了 , 又 在 挂 流 量 , 要 崩 溃 。	4
109	妈蛋的tb坑爹的无良商家!挣黑心钱也不怕遭雷噼!怎么说都不理人!给我气不行了!	angry	妈 蛋 的 t b 坑 爹 的 无 良 商 家 ! 挣 黑 心 钱 也 不 怕 遭 雷 噼 ! 怎 么 说 都 不 理 人 ! 给 我 气 不 行 了 !	0
110	就这样,我三个月来的纠结和痛苦就这么过去了。回头看的时候,依然还是心有余悸。一路艰辛,终得其所,虽不是如愿以偿,但已尽力,自己努力无愧于心,但深得教训。此事为今后之参照,愿再接再厉!	happy	就 这 样 , 我 三 个 月 来 的 纠 结 和 痛 苦 就 这 么 过 去 了 。 回 头 看 的 时 候 , 依 然 还 是 心 有 余 悸 。 一 路 艰 辛 , 终 得 其 所 , 虽 不 是 如 愿 以 偿 , 但 已 尽 力 , 自 己 努 力 无 愧 于 心 , 但 深 得 教 训 。 此 事 为 今 后 之 参 照 , 愿 再 接 再 厉 !	4
111	"耳边听着""不要告别"",又想起了五六月的武汉,空气是潮湿的,也是人心惶惶的,太多人要离开,要告别,我也在惴惴不安和不舍中离开,现在想来在武汉的两年是最自由的,又想到了璐璐和黑学霸……"	sad	"耳 边 听 着 "" 不 要 告 别 "" , 又 想 起 了 五 六 月 的 武 汉 , 空 气 是 潮 湿 的 , 也 是 人 心 惶 惶 的 , 太 多 人 要 离 开 , 要 告 别 , 我 也 在 惴 惴 不 安 和 不 舍 中 离 开 , 现 在 想 来 在 武 汉 的 两 年 是 最 自 由 的 , 又 想 到 了 璐 璐 和 黑 学 霸 … …"	0
112	说好的起来看书,一觉过午。饥肠辘辘煮面,发现没盐了,等了半天面还没熟,原来跳闸了,重新来过等,还没熟,奥,原来插头掉了…我顶!老子他妈不吃了	angry	说 好 的 起 来 看 书 , 一 觉 过 午 。 饥 肠 辘 辘 煮 面 , 发 现 没 盐 了 , 等 了 半 天 面 还 没 熟 , 原 来 跳 闸 了 , 重 新 来 过 等 , 还 没 熟 , 奥 , 原 来 插 头 掉 了 … 我 顶 ! 老 子 他 妈 不 吃 了	0
113	安静的可怕,这个时候应该看个恐怖片《惊恐》	fear	安 静 的 可 怕 , 这 个 时 候 应 该 看 个 恐 怖 片 《 惊 恐 》	1
114	又停电fuck有多少事都我不能干了	angry	又 停 电 f u c k 有 多 少 事 都 我 不 能 干 了	0
115	事实证明,十一过后我就拆蚊帐是多么的错误!这几天没一天睡好的,平均每晚都要三四个蚊子,谁家像我们这么多啊?家里会不会有蚊子窝?我认输了,明天重新把蚊帐装上今晚这个我还没找到,关灯就嗡嗡,抓狂死了	angry	事 实 证 明 , 十 一 过 后 我 就 拆 蚊 帐 是 多 么 的 错 误 ! 这 几 天 没 一 天 睡 好 的 , 平 均 每 晚 都 要 三 四 个 蚊 子 , 谁 家 像 我 们 这 么 多 啊 ? 家 里 会 不 会 有 蚊 子 窝 ? 我 认 输 了 , 明 天 重 新 把 蚊 帐 装 上 今 晚 这 个 我 还 没 找 到 , 关 灯 就 嗡 嗡 , 抓 狂 死 了	0
116	你看到是世界都是被包装过的,就像纳尼亚传奇里白皇后变出热奶茶和巧克力,最后都化作一团冰凉的白雪。大家说着言不由衷的话,口是心非的说他们爱你,支持你。却又在心里偷偷地埋怨你。就是这样的吧。	neutral	你 看 到 是 世 界 都 是 被 包 装 过 的 , 就 像 纳 尼 亚 传 奇 里 白 皇 后 变 出 热 奶 茶 和 巧 克 力 , 最 后 都 化 作 一 团 冰 凉 的 白 雪 。 大 家 说 着 言 不 由 衷 的 话 , 口 是 心 非 的 说 他 们 爱 你 , 支 持 你 。 却 又 在 心 里 偷 偷 地 埋 怨 你 。 就 是 这 样 的 吧 。	2
117	每次回忆起来都是满满的温暖和感动	happy	每 次 回 忆 起 来 都 是 满 满 的 温 暖 和 感 动	2
118	"""你是弯的!""我没反应过来:""啊?""然后顺着她指得方向一看,原来是月亮"	surprise	""" 你 是 弯 的 ! "" 我 没 反 应 过 来 : "" 啊 ? "" 然 后 顺 着 她 指 得 方 向 一 看 , 原 来 是 月 亮"	0
119	10月才刚刚开始,已经给2017年预约了三件大事。在日本似乎习惯了一切提前安排,似乎计划让我们的生活丰富多彩并井井有条,但有时也会有些小迟疑想想它是不是真的好,拖拉时间向前的同时,不免也有种惧怕被时间碾轧的小恐惧。	sad	1 0 月 才 刚 刚 开 始 , 已 经 给 2 0 1 7 年 预 约 了 三 件 大 事 。 在 日 本 似 乎 习 惯 了 一 切 提 前 安 排 , 似 乎 计 划 让 我 们 的 生 活 丰 富 多 彩 并 井 井 有 条 , 但 有 时 也 会 有 些 小 迟 疑 想 想 它 是 不 是 真 的 好 , 拖 拉 时 间 向 前 的 同 时 , 不 免 也 有 种 惧 怕 被 时 间 碾 轧 的 小 恐 惧 。	1
120	快速化解愤怒的是与愤怒不相干的工作。工作,没有感情色彩,客观存在,可以集中注意力,也可以消耗体力……	neutral	快 速 化 解 愤 怒 的 是 与 愤 怒 不 相 干 的 工 作 。 工 作 , 没 有 感 情 色 彩 , 客 观 存 在 , 可 以 集 中 注 意 力 , 也 可 以 消 耗 体 力 … …	3
121	一回到寝室就开始做ppt!我真是要崩溃了!脑袋里的想法那么好,为什么就是做不出来呢!先是一个技术问题,搞了三四个小时解决后,又找不到合适的图!我真的心好累!痘痘都长一脸了明天我就是不吃不喝不睡也要把ppt做出来!再求有没有人有眼睛鼻子嘴巴耳朵头发特征明显的卡通图🙏	sad	一 回 到 寝 室 就 开 始 做 p p t ! 我 真 是 要 崩 溃 了 ! 脑 袋 里 的 想 法 那 么 好 , 为 什 么 就 是 做 不 出 来 呢 ! 先 是 一 个 技 术 问 题 , 搞 了 三 四 个 小 时 解 决 后 , 又 找 不 到 合 适 的 图 ! 我 真 的 心 好 累 ! 痘 痘 都 长 一 脸 了 明 天 我 就 是 不 吃 不 喝 不 睡 也 要 把 p p t 做 出 来 ! 再 求 有 没 有 人 有 眼 睛 鼻 子 嘴 巴 耳 朵 头 发 特 征 明 显 的 卡 通 图 🙏	0
122	"12月乌鲁木齐市环保局和市教育局命名乌鲁木齐市第二十三中学为""市级绿色学校。"	neutral	"1 2 月 乌 鲁 木 齐 市 环 保 局 和 市 教 育 局 命 名 乌 鲁 木 齐 市 第 二 十 三 中 学 为 "" 市 级 绿 色 学 校 。"	3
123	圆通快递,暴力运送!都成这样了,竟然说没有当面验收,完全在推脱责任!	angry	圆 通 快 递 , 暴 力 运 送 ! 都 成 这 样 了 , 竟 然 说 没 有 当 面 验 收 , 完 全 在 推 脱 责 任 !	0
124	《小萝莉的猴神大叔》国界之门打开那一刻什么宗教国家矛盾统统靠边站感情不分国界特别感人的电影好看就是了👉	happy	《 小 萝 莉 的 猴 神 大 叔 》 国 界 之 门 打 开 那 一 刻 什 么 宗 教 国 家 矛 盾 统 统 靠 边 站 感 情 不 分 国 界 特 别 感 人 的 电 影 好 看 就 是 了 👉	0
125	物流显示已经签收。可我没有收到阿。去小区物管也没看到。打电话没人接。几个意思。	angry	物 流 显 示 已 经 签 收 。 可 我 没 有 收 到 阿 。 去 小 区 物 管 也 没 看 到 。 打 电 话 没 人 接 。 几 个 意 思 。	0
126	人间土味好可怕恐怖看到这种东西就不想结婚但是根据什么垃圾配什么垃圾桶的原则我觉得我也不可能和这种人结婚但是我还是很震撼我要去看钱困困微博缓解一下	angry	人 间 土 味 好 可 怕 恐 怖 看 到 这 种 东 西 就 不 想 结 婚 但 是 根 据 什 么 垃 圾 配 什 么 垃 圾 桶 的 原 则 我 觉 得 我 也 不 可 能 和 这 种 人 结 婚 但 是 我 还 是 很 震 撼 我 要 去 看 钱 困 困 微 博 缓 解 一 下	1
127	白天鹅(海盗旗)出击…下一次不会把伊斯坎德尔甚至白杨搞出来吧…	surprise	白 天 鹅 ( 海 盗 旗 ) 出 击 … 下 一 次 不 会 把 伊 斯 坎 德 尔 甚 至 白 杨 搞 出 来 吧 …	3
128	我大概1月9,10号左右回家,越来越近了。老公,好爱你啊	happy	我 大 概 1 月 9 , 1 0 号 左 右 回 家 , 越 来 越 近 了 。 老 公 , 好 爱 你 啊	2
129	1公司位置??公司logo??单开纱窗主要产品:i,隐形纱窗,纱门。	neutral	1 公 司 位 置 ? ? 公 司 l o g o ? ? 单 开 纱 窗 主 要 产 品 : i , 隐 形 纱 窗 , 纱 门 。	3
130	现在出去都没脸跟别人说我是火箭球迷了!!!。。。😞	sad	现 在 出 去 都 没 脸 跟 别 人 说 我 是 火 箭 球 迷 了 ! ! ! 。 。 。 😞	0
131	14,洛那类风湿性关节炎,骨性关节炎,腰痛,肩周炎,颈肩腕综合症,以及手术后,外伤后及拔牙后的镇痛消炎,急性上呼吸道炎症的解热镇痛。	neutral	1 4 , 洛 那 类 风 湿 性 关 节 炎 , 骨 性 关 节 炎 , 腰 痛 , 肩 周 炎 , 颈 肩 腕 综 合 症 , 以 及 手 术 后 , 外 伤 后 及 拔 牙 后 的 镇 痛 消 炎 , 急 性 上 呼 吸 道 炎 症 的 解 热 镇 痛 。	3
132	商业票据出票人(drawer)出票人是签发票据并将票据交付给他人的人。	neutral	商 业 票 据 出 票 人 ( d r a w e r ) 出 票 人 是 签 发 票 据 并 将 票 据 交 付 给 他 人 的 人 。	3
133	广东人热冬伤不起,求2000块买台空调	sad	广 东 人 热 冬 伤 不 起 , 求 2 0 0 0 块 买 台 空 调	4
134	今晚只能在厕所度过了?闹肚子闹肚子闹肚子大晚上的	sad	今 晚 只 能 在 厕 所 度 过 了 ? 闹 肚 子 闹 肚 子 闹 肚 子 大 晚 上 的	0
135	这一定是exo专供烤肉店,一次两次广告都不用了,😭一点都不羡慕	surprise	这 一 定 是 e x o 专 供 烤 肉 店 , 一 次 两 次 广 告 都 不 用 了 , 😭 一 点 都 不 羡 慕	0
136	裴娜从孙培处得知自己的体检结果里居然有孕检一项,大惊,认定是丑女们故意要出她的丑,假装要跟吴庸坦白,从马莎莎手里骗回了体检单。	neutral	裴 娜 从 孙 培 处 得 知 自 己 的 体 检 结 果 里 居 然 有 孕 检 一 项 , 大 惊 , 认 定 是 丑 女 们 故 意 要 出 她 的 丑 , 假 装 要 跟 吴 庸 坦 白 , 从 马 莎 莎 手 里 骗 回 了 体 检 单 。	5
137	饭上金菠萝后的第一个生日开心!碎觉啦!鸟宝宝们晚安	happy	饭 上 金 菠 萝 后 的 第 一 个 生 日 开 心 ! 碎 觉 啦 ! 鸟 宝 宝 们 晚 安	2
138	昨晚上那只很大的蜘蛛吓坏我了,一时手软没打着不知藏到那去了,现在睡觉都有阴影了,床和边边都翻了几遍,应该走了吧	fear	昨 晚 上 那 只 很 大 的 蜘 蛛 吓 坏 我 了 , 一 时 手 软 没 打 着 不 知 藏 到 那 去 了 , 现 在 睡 觉 都 有 阴 影 了 , 床 和 边 边 都 翻 了 几 遍 , 应 该 走 了 吧	4
139	柳如烟只好找些助孕的偏方来吃,果然象怀上了。	neutral	柳 如 烟 只 好 找 些 助 孕 的 偏 方 来 吃 , 果 然 象 怀 上 了 。	2
140	昨晚和老妈生气,今早接到学生电话说错过了考试时间一直担心中午赶车摔倒水坑里脚崴了我的玫瑰金屏幕也碎了我想知道我还能承受多少。	angry	昨 晚 和 老 妈 生 气 , 今 早 接 到 学 生 电 话 说 错 过 了 考 试 时 间 一 直 担 心 中 午 赶 车 摔 倒 水 坑 里 脚 崴 了 我 的 玫 瑰 金 屏 幕 也 碎 了 我 想 知 道 我 还 能 承 受 多 少 。	0
141	看得多了,心也大了,好的不珍惜,差的舍不得放弃,矛盾纠结,感觉什么也感动不了我,怎么会变得那么狠心😔对自己好失望,再也回不到原来的我了	sad	看 得 多 了 , 心 也 大 了 , 好 的 不 珍 惜 , 差 的 舍 不 得 放 弃 , 矛 盾 纠 结 , 感 觉 什 么 也 感 动 不 了 我 , 怎 么 会 变 得 那 么 狠 心 😔 对 自 己 好 失 望 , 再 也 回 不 到 原 来 的 我 了	4
142	初见台北~国父纪念馆,台北101,诚品书店的一天~结果,就在刚刚半小时前,就地震了!可吓死姐了…躺在酒店床上好好的,顿时感觉怎么晃的那么厉害!长那么大第一次感受这么可怕的晃动,可怕!谁能报道出台湾的地震问题…我看看这是几级地震?|台湾	fear	初 见 台 北 ~ 国 父 纪 念 馆 , 台 北 1 0 1 , 诚 品 书 店 的 一 天 ~ 结 果 , 就 在 刚 刚 半 小 时 前 , 就 地 震 了 ! 可 吓 死 姐 了 … 躺 在 酒 店 床 上 好 好 的 , 顿 时 感 觉 怎 么 晃 的 那 么 厉 害 ! 长 那 么 大 第 一 次 感 受 这 么 可 怕 的 晃 动 , 可 怕 ! 谁 能 报 道 出 台 湾 的 地 震 问 题 … 我 看 看 这 是 几 级 地 震 ? | 台 湾	1
143	晒晒儿子照片,第一次发,多多关照	happy	晒 晒 儿 子 照 片 , 第 一 次 发 , 多 多 关 照	2
144	减肥,,,减肥,?(不能再吃了,死胖子)	angry	减 肥 , , , 减 肥 , ? ( 不 能 再 吃 了 , 死 胖 子 )	0
145	《喵喵》《喵喵》《喵喵》最后一个最可怕《泪》吓哭了太吓人了	fear	《 喵 喵 》 《 喵 喵 》 《 喵 喵 》 最 后 一 个 最 可 怕 《 泪 》 吓 哭 了 太 吓 人 了	1
146	《旅途日志》人在旅途,真理往往是简捷明了的,只是由于心灵受到尘埃的蒙蔽,使得简单的道理变得复杂起来,一旦想通了,明白了,人生之旅就不会左顾右盼,茫然不知所措了。屈原在《离骚》中感叹到:路漫漫其修远兮,吾将上下而求索。世界太大,生命太短,如果不导演好自己,怎能悟透人生的意义?	sad	《 旅 途 日 志 》 人 在 旅 途 , 真 理 往 往 是 简 捷 明 了 的 , 只 是 由 于 心 灵 受 到 尘 埃 的 蒙 蔽 , 使 得 简 单 的 道 理 变 得 复 杂 起 来 , 一 旦 想 通 了 , 明 白 了 , 人 生 之 旅 就 不 会 左 顾 右 盼 , 茫 然 不 知 所 措 了 。 屈 原 在 《 离 骚 》 中 感 叹 到 : 路 漫 漫 其 修 远 兮 , 吾 将 上 下 而 求 索 。 世 界 太 大 , 生 命 太 短 , 如 果 不 导 演 好 自 己 , 怎 能 悟 透 人 生 的 意 义 ?	2
147	晚上八点睡着,感觉睡了一个世纪,她妈的一睁眼才12点,睡不着了	angry	晚 上 八 点 睡 着 , 感 觉 睡 了 一 个 世 纪 , 她 妈 的 一 睁 眼 才 1 2 点 , 睡 不 着 了	4
148	我去~骗子的手段太高明了,你跟我谈法律,你还不知道我是干嘛的吧,小心点,我警告你,别惹火了我(大家小心点,千万别上当)	angry	我 去 ~ 骗 子 的 手 段 太 高 明 了 , 你 跟 我 谈 法 律 , 你 还 不 知 道 我 是 干 嘛 的 吧 , 小 心 点 , 我 警 告 你 , 别 惹 火 了 我 ( 大 家 小 心 点 , 千 万 别 上 当 )	0
149	工作太认真了竟然忘了吃饭时间,现在肚子咕咕叫,只能出来觅食了	sad	工 作 太 认 真 了 竟 然 忘 了 吃 饭 时 间 , 现 在 肚 子 咕 咕 叫 , 只 能 出 来 觅 食 了	5
150	最近净遇到点sb真是日了tm了	angry	最 近 净 遇 到 点 s b 真 是 日 了 t m 了	0
151	"正所谓""十指痛归心"",谁能感受这n+1只草泥马在奔腾的感觉?"	angry	"正 所 谓 "" 十 指 痛 归 心 "" , 谁 能 感 受 这 n + 1 只 草 泥 马 在 奔 腾 的 感 觉 ?"	4
152	土都吃不起的少女只想要1500块钱把花呗还上-.-	sad	土 都 吃 不 起 的 少 女 只 想 要 1 5 0 0 块 钱 把 花 呗 还 上 - . -	4
153	老公说只要我每天过的开心快乐就好,他养我,听了心里好感动,当他把工资卡给我的时候说,宝贝你想买什么就买,我的心里美美哒	happy	老 公 说 只 要 我 每 天 过 的 开 心 快 乐 就 好 , 他 养 我 , 听 了 心 里 好 感 动 , 当 他 把 工 资 卡 给 我 的 时 候 说 , 宝 贝 你 想 买 什 么 就 买 , 我 的 心 里 美 美 哒	2
154	憋屈的事情,劳心劳力的你以为我很愿意?	angry	憋 屈 的 事 情 , 劳 心 劳 力 的 你 以 为 我 很 愿 意 ?	0
155	复制另一个人,复制所有的性格却没有情感和记忆,轻蔑地看着过去的自己,还有我	sad	复 制 另 一 个 人 , 复 制 所 有 的 性 格 却 没 有 情 感 和 记 忆 , 轻 蔑 地 看 着 过 去 的 自 己 , 还 有 我	4
156	人若看清和明白自己的处境,就只能承担的,即使心里有一种畏惧,对着萧瑟的,对黑暗与幽闭的恐惧,也要承担着它,回到自己的使命中。有骨胳的哀伤,那等同于一种自我克制。	happy	人 若 看 清 和 明 白 自 己 的 处 境 , 就 只 能 承 担 的 , 即 使 心 里 有 一 种 畏 惧 , 对 着 萧 瑟 的 , 对 黑 暗 与 幽 闭 的 恐 惧 , 也 要 承 担 着 它 , 回 到 自 己 的 使 命 中 。 有 骨 胳 的 哀 伤 , 那 等 同 于 一 种 自 我 克 制 。	1
